customer_id,name,age,occupation,dependents,monthly_income,monthly_expense,monthly_savings,savings_rate,existing_investment_value,equity_pct_current,debt_pct_current,sip_active,sip_amount,sip_missed_last_6m,txn_volatility,credit_card_utilization_pct,goal_horizon_years,risk_label
SAARTHI101171,Shreya Singh,46,self_employed,2,57800.0,24000.0,33800.0,0.5848,1414200.0,60.6,32.5,1,19000.0,0,0.508,42.9,20.1,aggressive
SAARTHI101172,Arjun Das,37,self_employed,2,48400.0,24600.0,23800.0,0.4917,931500.0,61.9,37.9,1,9700.0,0,0.336,56.9,5.4,moderate
SAARTHI101173,Ritu Patel,28,business_owner,4,35800.0,23100.0,12700.0,0.3547,931200.0,37.9,60.1,1,6000.0,1,0.303,63.1,7.6,conservative
SAARTHI101174,Rohit Reddy,22,self_employed,2,54100.0,27400.0,26700.0,0.4935,529100.0,53.7,32.1,1,5900.0,0,0.037,14.4,1.0,aggressive
SAARTHI101175,Aditya Nair,35,salaried,4,39500.0,23200.0,16300.0,0.4127,933200.0,10.7,81.2,0,0.0,0,0.43,45.7,1.0,conservative
SAARTHI101176,Anjali Bhatt,34,business_owner,4,95700.0,63100.0,32600.0,0.3406,868600.0,48.6,39.9,0,0.0,0,0.256,39.0,11.7,moderate
SAARTHI101177,Pooja Patel,29,salaried,4,28700.0,22000.0,6700.0,0.2334,1146300.0,42.3,44.5,0,0.0,0,0.258,54.6,3.5,conservative
SAARTHI101178,Vikram Joshi,32,salaried,4,51500.0,33100.0,18400.0,0.3573,1455400.0,70.2,25.0,1,9400.0,0,0.248,38.7,1.0,conservative
SAARTHI101179,Deepak Menon,22,salaried,3,67300.0,46300.0,21000.0,0.312,322500.0,41.0,50.8,0,0.0,0,0.455,76.8,2.2,conservative
SAARTHI101180,Aarav Gupta,45,business_owner,2,44900.0,26800.0,18100.0,0.4031,152200.0,62.4,27.8,0,0.0,0,0.306,45.4,11.9,moderate
SAARTHI101181,Divya Iyer,58,salaried,2,131900.0,84100.0,47800.0,0.3624,2627800.0,37.2,50.2,0,0.0,0,0.179,69.5,12.1,conservative
SAARTHI101182,Divya Verma,48,salaried,1,56500.0,24900.0,31600.0,0.5593,2379700.0,0.0,93.7,1,7300.0,0,0.268,22.9,1.0,moderate
SAARTHI101183,Karan Singh,39,salaried,4,58100.0,35500.0,22600.0,0.389,840900.0,40.5,45.2,1,10200.0,0,0.237,41.0,16.0,moderate
SAARTHI101184,Pooja Gupta,38,salaried,3,66300.0,37600.0,28700.0,0.4329,2846900.0,48.9,42.0,1,16200.0,0,0.337,32.8,5.0,moderate
SAARTHI101185,Nikhil Reddy,33,salaried,4,65500.0,44500.0,21000.0,0.3206,741000.0,48.0,38.9,0,0.0,0,0.287,57.2,10.2,conservative
SAARTHI101186,Karan Kulkarni,27,self_employed,3,52400.0,34400.0,18000.0,0.3435,1002800.0,48.3,50.4,1,5400.0,1,0.177,22.1,9.4,moderate
SAARTHI101187,Ananya Singh,45,business_owner,2,104500.0,57600.0,46900.0,0.4488,3469800.0,34.9,58.1,0,0.0,0,0.295,8.4,9.7,aggressive
SAARTHI101188,Deepak Nair,44,salaried,1,70500.0,40500.0,30000.0,0.4255,377800.0,38.5,58.8,1,12200.0,1,0.301,32.7,4.8,conservative
SAARTHI101189,Karan Iyer,22,salaried,4,88600.0,51300.0,37300.0,0.421,3901900.0,22.5,63.8,1,18400.0,2,0.194,58.9,8.5,conservative
SAARTHI101190,Priya Patel,38,salaried,3,65200.0,43300.0,21900.0,0.3359,2118900.0,5.1,91.4,0,0.0,0,0.143,30.5,10.8,moderate
SAARTHI101191,Divya Reddy,32,salaried,4,106200.0,76600.0,29600.0,0.2787,473500.0,42.9,46.4,1,10300.0,0,0.354,55.3,7.4,conservative
SAARTHI101192,Divya Sharma,28,salaried,2,65600.0,39400.0,26200.0,0.3994,4462000.0,30.1,69.0,1,6800.0,0,0.285,32.8,10.4,aggressive
SAARTHI101193,Aditya Kulkarni,49,self_employed,2,44200.0,24400.0,19800.0,0.448,551300.0,66.6,30.4,1,4200.0,1,0.283,7.5,16.4,moderate
SAARTHI101194,Ritu Menon,42,self_employed,0,155400.0,79900.0,75500.0,0.4858,537900.0,1.4,93.8,0,0.0,0,0.364,64.0,8.2,moderate
SAARTHI101195,Shreya Kulkarni,46,salaried,0,52600.0,19400.0,33200.0,0.6312,551300.0,50.8,37.5,1,13400.0,1,0.101,56.7,14.9,aggressive
SAARTHI101196,Ananya Chatterjee,49,salaried,3,103000.0,62100.0,40900.0,0.3971,4551700.0,87.4,8.8,0,0.0,0,0.316,46.2,7.9,moderate
SAARTHI101197,Ritu Sharma,60,salaried,1,74800.0,39000.0,35800.0,0.4786,476500.0,41.3,46.4,0,0.0,0,0.358,46.4,18.9,moderate
SAARTHI101198,Isha Rao,53,salaried,0,92600.0,30600.0,62000.0,0.6695,282200.0,44.9,43.3,1,31800.0,0,0.253,37.0,2.6,aggressive
SAARTHI101199,Pooja Iyer,46,business_owner,3,63800.0,40000.0,23800.0,0.373,332500.0,53.5,31.6,1,9300.0,2,0.187,24.8,17.0,conservative
SAARTHI101200,Sneha Verma,56,self_employed,3,88000.0,41600.0,46400.0,0.5273,593700.0,55.1,34.7,1,25400.0,0,0.231,73.2,6.0,conservative
SAARTHI101201,Aditya Sharma,40,business_owner,0,65000.0,26700.0,38300.0,0.5892,680800.0,36.8,53.6,1,20900.0,0,0.241,41.0,23.7,aggressive
SAARTHI101202,Pooja Kulkarni,60,business_owner,2,144800.0,78700.0,66100.0,0.4565,839200.0,24.8,66.2,1,35900.0,2,0.159,53.8,12.4,conservative
SAARTHI101203,Manish Menon,51,self_employed,2,78700.0,37300.0,41400.0,0.526,801100.0,58.1,40.3,0,0.0,0,0.325,33.5,14.9,aggressive
SAARTHI101204,Sanjay Joshi,47,business_owner,0,104600.0,47800.0,56800.0,0.543,2287100.0,6.8,85.5,1,19200.0,0,0.289,53.9,10.0,aggressive
SAARTHI101205,Manish Rao,57,salaried,3,46700.0,27600.0,19100.0,0.409,1066800.0,61.6,25.6,1,5400.0,1,0.251,72.0,13.3,conservative
SAARTHI101206,Shreya Iyer,42,salaried,1,56600.0,23800.0,32800.0,0.5795,530200.0,37.2,62.5,1,9600.0,0,0.372,47.1,14.5,aggressive
SAARTHI101207,Meera Menon,50,salaried,4,73500.0,50100.0,23400.0,0.3184,103600.0,45.1,53.0,1,10400.0,1,0.275,56.6,7.7,conservative
SAARTHI101208,Suresh Verma,33,salaried,0,54300.0,20700.0,33600.0,0.6188,459300.0,34.5,56.5,0,0.0,0,0.41,61.9,15.6,aggressive
SAARTHI101209,Kavya Sharma,59,salaried,4,95200.0,79600.0,15600.0,0.1639,1569600.0,73.6,13.7,1,6900.0,1,0.321,67.3,1.0,conservative
SAARTHI101210,Kavya Nair,46,salaried,0,55600.0,24500.0,31100.0,0.5594,651200.0,50.0,45.4,1,11300.0,0,0.2,66.8,7.1,moderate
SAARTHI101211,Kavya Verma,52,self_employed,3,71400.0,34200.0,37200.0,0.521,747300.0,38.6,48.3,1,11000.0,0,0.209,51.6,9.3,moderate
SAARTHI101212,Nikhil Chatterjee,39,self_employed,3,87800.0,43600.0,44200.0,0.5034,7599200.0,38.0,56.9,1,20400.0,0,0.303,52.0,12.2,aggressive
SAARTHI101213,Vikram Menon,55,salaried,2,44100.0,28400.0,15700.0,0.356,121200.0,42.0,51.0,1,4500.0,2,0.22,53.1,15.6,conservative
SAARTHI101214,Rahul Rao,24,salaried,1,54100.0,24800.0,29300.0,0.5416,421700.0,92.9,0.0,1,7000.0,0,0.302,63.2,8.9,aggressive
SAARTHI101215,Meera Bhatt,26,self_employed,0,40000.0,13100.0,26900.0,0.6725,616700.0,18.7,75.0,1,6400.0,0,0.233,32.1,8.7,aggressive
SAARTHI101216,Ritu Nair,41,salaried,1,43700.0,25000.0,18700.0,0.4279,972600.0,66.7,24.3,0,0.0,0,0.268,58.1,15.6,moderate
SAARTHI101217,Meera Das,50,salaried,3,71900.0,39400.0,32500.0,0.452,754700.0,56.4,29.6,1,11500.0,0,0.298,96.5,16.1,conservative
SAARTHI101218,Rohit Nair,53,salaried,3,97600.0,62800.0,34800.0,0.3566,374600.0,75.8,20.2,1,20000.0,0,0.407,55.8,13.6,conservative
SAARTHI101219,Arjun Iyer,39,salaried,0,79400.0,42400.0,37000.0,0.466,8050200.0,57.6,41.0,1,14800.0,2,0.251,19.3,10.1,aggressive
SAARTHI101220,Sneha Kulkarni,47,salaried,0,60300.0,28600.0,31700.0,0.5257,604400.0,45.1,40.5,1,15100.0,0,0.308,38.1,26.3,aggressive
SAARTHI101221,Neha Menon,43,self_employed,2,82300.0,62200.0,20100.0,0.2442,940800.0,65.4,26.2,0,0.0,0,0.373,63.8,10.3,conservative
SAARTHI101222,Nikhil Menon,59,self_employed,2,97200.0,37400.0,59800.0,0.6152,631700.0,49.6,35.9,0,0.0,0,0.169,27.9,11.1,moderate
SAARTHI101223,Sanjay Reddy,47,self_employed,4,64100.0,35700.0,28400.0,0.4431,855900.0,60.1,26.9,0,0.0,0,0.351,24.6,18.4,moderate
SAARTHI101224,Divya Kulkarni,38,salaried,3,43800.0,24600.0,19200.0,0.4384,762900.0,73.6,17.5,1,5500.0,0,0.378,15.9,18.4,aggressive
SAARTHI101225,Aarav Das,59,self_employed,2,66600.0,49500.0,17100.0,0.2568,691400.0,46.9,46.0,1,4400.0,1,0.418,45.3,14.0,conservative
SAARTHI101226,Rohit Verma,26,self_employed,2,65200.0,45800.0,19400.0,0.2975,921700.0,36.5,56.3,1,7300.0,2,0.226,84.5,4.4,conservative
SAARTHI101227,Nikhil Nair,60,salaried,3,73600.0,51600.0,22000.0,0.2989,1628300.0,32.1,65.4,1,5800.0,0,0.232,37.3,9.9,conservative
SAARTHI101228,Aditya Singh,28,self_employed,2,32000.0,15000.0,17000.0,0.5312,440200.0,54.0,39.2,1,7800.0,0,0.285,63.6,12.9,aggressive
SAARTHI101229,Divya Nair,33,salaried,3,28700.0,15000.0,13700.0,0.4774,99200.0,27.4,60.3,1,4700.0,1,0.288,39.3,20.9,moderate
SAARTHI101230,Aditya Verma,54,salaried,0,87200.0,32700.0,54500.0,0.625,1456100.0,38.0,47.2,1,31900.0,0,0.278,34.0,28.7,aggressive
SAARTHI101231,Sneha Nair,50,salaried,4,56600.0,31700.0,24900.0,0.4399,3334200.0,25.6,60.0,0,0.0,0,0.272,57.6,5.0,conservative
SAARTHI101232,Aditya Sharma,59,salaried,4,79900.0,61100.0,18800.0,0.2353,477900.0,55.2,30.4,1,9200.0,1,0.351,16.6,13.7,conservative
SAARTHI101233,Anjali Gupta,51,salaried,2,96200.0,49800.0,46400.0,0.4823,788400.0,30.0,69.7,0,0.0,0,0.068,82.1,4.9,conservative
SAARTHI101234,Suresh Rao,46,salaried,2,43900.0,23300.0,20600.0,0.4692,257600.0,19.3,73.0,0,0.0,0,0.359,57.4,9.1,moderate
SAARTHI101235,Kavya Das,35,salaried,2,51000.0,31100.0,19900.0,0.3902,80100.0,22.8,74.2,1,4600.0,2,0.444,70.3,4.6,conservative
SAARTHI101236,Arjun Patel,22,business_owner,4,46500.0,22300.0,24200.0,0.5204,689300.0,33.6,57.2,0,0.0,0,0.242,38.9,18.6,aggressive
SAARTHI101237,Neha Desai,26,salaried,0,51200.0,23300.0,27900.0,0.5449,1015000.0,35.4,50.4,1,15800.0,1,0.306,55.0,12.4,aggressive
SAARTHI101238,Meera Sharma,33,salaried,1,80000.0,31700.0,48300.0,0.6038,1382800.0,50.0,36.9,0,0.0,0,0.431,63.4,12.2,aggressive
SAARTHI101239,Karan Rao,23,salaried,3,23000.0,12800.0,10200.0,0.4435,344700.0,41.8,45.2,1,3800.0,0,0.306,44.1,9.5,moderate
SAARTHI101240,Aditya Menon,41,business_owner,3,86200.0,45900.0,40300.0,0.4675,350900.0,52.4,42.1,0,0.0,0,0.327,26.4,11.5,moderate
SAARTHI101241,Priya Das,52,salaried,1,90800.0,39700.0,51100.0,0.5628,1611700.0,54.0,38.5,1,16800.0,0,0.451,23.0,12.9,aggressive
SAARTHI101242,Isha Reddy,59,business_owner,0,87800.0,41300.0,46500.0,0.5296,746700.0,59.8,36.0,1,26600.0,0,0.474,35.1,6.9,moderate
SAARTHI101243,Shreya Das,41,salaried,2,54800.0,30700.0,24100.0,0.4398,393800.0,6.8,84.9,1,13800.0,0,0.209,51.2,1.0,conservative
SAARTHI101244,Rahul Singh,56,salaried,3,79100.0,44700.0,34400.0,0.4349,947400.0,22.5,72.9,1,7700.0,1,0.268,42.7,1.2,conservative
SAARTHI101245,Pooja Iyer,60,salaried,3,81100.0,50100.0,31000.0,0.3822,1285800.0,56.1,31.8,0,0.0,0,0.393,36.6,1.0,conservative
SAARTHI101246,Shreya Gupta,55,salaried,0,81900.0,30500.0,51400.0,0.6276,179600.0,49.2,43.8,1,13300.0,0,0.321,57.4,12.2,moderate
SAARTHI101247,Rohit Patel,40,self_employed,0,71300.0,36500.0,34800.0,0.4881,2182500.0,64.5,25.0,0,0.0,0,0.36,35.1,6.1,aggressive
SAARTHI101248,Shreya Nair,34,business_owner,1,45700.0,21800.0,23900.0,0.523,172800.0,14.1,72.8,1,13400.0,0,0.056,31.4,16.3,aggressive
SAARTHI101249,Divya Iyer,60,salaried,2,96900.0,48100.0,48800.0,0.5036,607700.0,35.5,60.0,1,11200.0,0,0.119,65.6,11.2,conservative
SAARTHI101250,Meera Gupta,31,business_owner,0,94900.0,35900.0,59000.0,0.6217,2725500.0,39.1,51.6,1,33900.0,1,0.437,54.7,1.0,moderate
SAARTHI101251,Aarav Menon,38,salaried,0,58000.0,24800.0,33200.0,0.5724,2036700.0,48.3,39.0,1,19800.0,0,0.354,16.6,8.5,aggressive
SAARTHI101252,Aditya Chatterjee,24,salaried,2,22300.0,15800.0,6500.0,0.2915,754600.0,45.7,40.0,0,0.0,0,0.358,19.9,1.0,moderate
SAARTHI101253,Shreya Joshi,52,salaried,1,65100.0,31900.0,33200.0,0.51,2145100.0,54.4,43.2,1,11400.0,0,0.182,20.4,3.5,moderate
SAARTHI101254,Suresh Das,47,salaried,3,66300.0,32000.0,34300.0,0.5173,208600.0,42.7,47.1,1,10300.0,0,0.255,44.0,6.3,conservative
SAARTHI101255,Deepak Sharma,25,self_employed,0,28000.0,14900.0,13100.0,0.4679,1010700.0,72.4,21.1,1,4900.0,0,0.351,71.6,5.3,moderate
SAARTHI101256,Manish Gupta,30,salaried,4,41300.0,24300.0,17000.0,0.4116,491600.0,78.8,16.9,1,4600.0,0,0.184,78.6,19.9,moderate
SAARTHI101257,Shreya Chatterjee,43,salaried,0,40200.0,19100.0,21100.0,0.5249,755600.0,22.6,75.0,1,4400.0,0,0.228,61.0,15.5,aggressive
SAARTHI101258,Vikram Reddy,43,salaried,2,71600.0,34800.0,36800.0,0.514,459500.0,45.9,45.3,0,0.0,0,0.327,86.8,7.8,moderate
SAARTHI101259,Ananya Rao,53,salaried,4,71100.0,53000.0,18100.0,0.2546,2085700.0,61.0,34.0,1,8400.0,0,0.385,54.3,17.2,conservative
SAARTHI101260,Vikram Rao,32,salaried,3,28100.0,14900.0,13200.0,0.4698,1108600.0,56.7,33.3,1,2700.0,0,0.252,70.0,3.4,moderate
SAARTHI101261,Ananya Das,58,self_employed,4,83400.0,63000.0,20400.0,0.2446,168900.0,36.8,59.0,1,6500.0,4,0.422,37.5,6.6,conservative
SAARTHI101262,Sneha Reddy,39,salaried,0,54400.0,19300.0,35100.0,0.6452,1770000.0,50.1,49.9,1,16500.0,0,0.359,7.9,16.1,aggressive
SAARTHI101263,Karan Verma,54,salaried,3,79400.0,44400.0,35000.0,0.4408,3811900.0,13.3,75.2,1,9400.0,0,0.143,39.4,2.5,conservative
SAARTHI101264,Isha Chatterjee,31,salaried,0,41800.0,24100.0,17700.0,0.4234,374600.0,44.6,53.0,0,0.0,0,0.454,43.8,15.1,aggressive
SAARTHI101265,Rahul Gupta,23,salaried,3,28900.0,17300.0,11600.0,0.4014,724400.0,15.8,80.4,1,2500.0,1,0.415,100.0,11.0,conservative
SAARTHI101266,Meera Reddy,24,salaried,1,30200.0,21100.0,9100.0,0.3013,392200.0,55.2,41.3,0,0.0,0,0.343,49.0,13.9,moderate
SAARTHI101267,Anjali Verma,36,self_employed,3,46300.0,26000.0,20300.0,0.4384,616300.0,22.7,72.2,1,5900.0,2,0.292,23.8,20.0,moderate
SAARTHI101268,Meera Chatterjee,59,business_owner,0,92200.0,43600.0,48600.0,0.5271,1601800.0,48.3,44.4,1,12200.0,0,0.362,65.7,13.7,moderate
SAARTHI101269,Isha Desai,23,salaried,4,43800.0,35100.0,8700.0,0.1986,274400.0,51.4,36.4,1,3400.0,3,0.388,34.3,9.4,conservative
SAARTHI101270,Shreya Singh,36,business_owner,2,61800.0,25000.0,36800.0,0.5955,442300.0,46.5,43.7,1,9200.0,0,0.256,46.2,1.0,moderate
SAARTHI101271,Ritu Nair,26,salaried,2,36800.0,14400.0,22400.0,0.6087,3403400.0,32.4,65.4,0,0.0,0,0.423,62.1,11.1,aggressive
SAARTHI101272,Deepak Das,58,self_employed,2,70000.0,32800.0,37200.0,0.5314,1405400.0,40.8,56.4,0,0.0,0,0.101,23.9,6.9,moderate
SAARTHI101273,Nikhil Patel,48,self_employed,0,154800.0,81000.0,73800.0,0.4767,3092600.0,68.6,18.7,1,34100.0,0,0.239,78.8,10.3,moderate
SAARTHI101274,Karan Reddy,51,self_employed,1,57200.0,20000.0,37200.0,0.6503,1066100.0,36.5,59.8,1,13100.0,0,0.313,66.8,7.6,moderate
SAARTHI101275,Arjun Desai,49,self_employed,3,58300.0,37200.0,21100.0,0.3619,470300.0,45.4,51.3,0,0.0,0,0.311,55.5,12.1,conservative
SAARTHI101276,Rahul Bhatt,47,salaried,4,199200.0,134900.0,64300.0,0.3228,660200.0,33.9,66.0,1,33100.0,0,0.385,87.1,2.7,conservative
SAARTHI101277,Aarav Rao,52,salaried,4,75500.0,61300.0,14200.0,0.1881,516100.0,65.4,23.0,1,6300.0,1,0.216,42.8,9.9,conservative
SAARTHI101278,Neha Sharma,22,salaried,2,21600.0,13700.0,7900.0,0.3657,364500.0,46.6,42.3,0,0.0,0,0.292,65.2,3.6,moderate
SAARTHI101279,Ananya Nair,55,salaried,1,88300.0,46600.0,41700.0,0.4723,1572200.0,29.7,65.1,0,0.0,0,0.403,51.7,1.0,conservative
SAARTHI101280,Kavya Gupta,50,self_employed,2,54400.0,36000.0,18400.0,0.3382,197300.0,45.1,54.8,1,6700.0,1,0.185,34.2,7.7,conservative
SAARTHI101281,Aditya Menon,50,salaried,2,85600.0,50400.0,35200.0,0.4112,1651600.0,40.2,48.0,1,14700.0,0,0.287,33.4,12.6,moderate
SAARTHI101282,Suresh Patel,37,salaried,1,50000.0,22700.0,27300.0,0.546,573300.0,72.9,25.6,1,16300.0,1,0.24,88.8,5.7,conservative
SAARTHI101283,Neha Patel,53,salaried,1,60800.0,23800.0,37000.0,0.6086,1645500.0,44.1,49.0,1,21500.0,0,0.311,66.1,11.2,moderate
SAARTHI101284,Manish Bhatt,36,salaried,4,95400.0,55200.0,40200.0,0.4214,1980000.0,17.3,70.1,0,0.0,0,0.342,66.1,6.4,conservative
SAARTHI101285,Isha Bhatt,23,self_employed,1,55300.0,27200.0,28100.0,0.5081,1129000.0,55.0,41.3,1,16600.0,0,0.303,31.1,4.2,aggressive
SAARTHI101286,Divya Reddy,57,self_employed,0,98400.0,45800.0,52600.0,0.5346,5339900.0,80.7,13.6,0,0.0,0,0.264,59.9,14.3,aggressive
SAARTHI101287,Suresh Menon,31,salaried,3,56900.0,22400.0,34500.0,0.6063,768900.0,68.9,21.2,1,16300.0,0,0.285,34.8,5.3,aggressive
SAARTHI101288,Divya Kulkarni,25,salaried,3,35600.0,20100.0,15500.0,0.4354,46700.0,22.9,67.0,1,8700.0,2,0.29,83.6,11.4,conservative
SAARTHI101289,Pooja Desai,46,salaried,1,74400.0,37000.0,37400.0,0.5027,1689200.0,39.6,53.5,1,12300.0,0,0.292,71.6,1.6,conservative
SAARTHI101290,Aarav Chatterjee,31,salaried,3,77300.0,49000.0,28300.0,0.3661,494400.0,44.4,49.1,1,10200.0,2,0.446,67.9,10.0,conservative
SAARTHI101291,Meera Verma,55,self_employed,4,76000.0,59000.0,17000.0,0.2237,1106800.0,44.6,49.1,0,0.0,0,0.228,68.5,12.3,conservative
SAARTHI101292,Rahul Rao,39,salaried,4,105600.0,68300.0,37300.0,0.3532,4296400.0,52.6,40.1,1,9000.0,0,0.348,46.0,10.7,moderate
SAARTHI101293,Ananya Singh,22,salaried,3,58800.0,29600.0,29200.0,0.4966,270100.0,38.1,56.7,0,0.0,0,0.211,55.8,14.6,aggressive
SAARTHI101294,Sanjay Reddy,59,salaried,2,77500.0,29200.0,48300.0,0.6232,319900.0,26.7,69.5,0,0.0,0,0.452,76.4,13.7,moderate
SAARTHI101295,Suresh Bhatt,42,business_owner,0,78700.0,40300.0,38400.0,0.4879,3705600.0,64.0,31.3,1,21300.0,1,0.305,55.5,12.8,aggressive
SAARTHI101296,Pooja Rao,32,self_employed,2,54300.0,25100.0,29200.0,0.5378,598300.0,22.5,70.3,1,8400.0,0,0.175,25.7,14.9,aggressive
SAARTHI101297,Arjun Bhatt,48,salaried,4,46300.0,32800.0,13500.0,0.2916,222900.0,29.0,65.3,1,6400.0,3,0.305,76.8,6.4,conservative
SAARTHI101298,Meera Verma,42,salaried,4,56500.0,42700.0,13800.0,0.2442,325600.0,22.4,68.8,0,0.0,0,0.202,35.2,11.7,conservative
SAARTHI101299,Rahul Joshi,23,salaried,3,45200.0,20200.0,25000.0,0.5531,614400.0,57.2,33.3,1,13600.0,0,0.23,43.3,9.3,aggressive
SAARTHI101300,Divya Menon,51,business_owner,4,74200.0,50400.0,23800.0,0.3208,1015100.0,47.1,38.0,1,9300.0,1,0.377,38.2,19.7,conservative
SAARTHI101301,Sanjay Reddy,37,salaried,2,60200.0,39500.0,20700.0,0.3439,1984500.0,62.7,28.1,1,9300.0,0,0.441,0.0,11.4,moderate
SAARTHI101302,Arjun Bhatt,49,salaried,0,64800.0,35100.0,29700.0,0.4583,560300.0,29.3,59.7,1,16100.0,1,0.399,49.7,3.3,conservative
SAARTHI101303,Meera Joshi,56,business_owner,2,109300.0,38400.0,70900.0,0.6487,5899500.0,19.9,78.6,1,28500.0,0,0.263,89.8,11.3,moderate
SAARTHI101304,Pooja Menon,45,self_employed,1,78500.0,32800.0,45700.0,0.5822,276300.0,36.1,52.5,1,18400.0,0,0.334,50.4,4.7,moderate
SAARTHI101305,Aditya Desai,48,salaried,4,66700.0,34300.0,32400.0,0.4858,634400.0,41.4,51.0,1,12500.0,1,0.37,100.0,13.0,conservative
SAARTHI101306,Divya Joshi,31,salaried,3,29800.0,18800.0,11000.0,0.3691,272700.0,49.2,37.8,1,4800.0,1,0.517,44.2,13.7,moderate
SAARTHI101307,Sneha Singh,31,salaried,2,97900.0,56500.0,41400.0,0.4229,1557200.0,11.4,74.0,0,0.0,0,0.252,51.4,6.1,moderate
SAARTHI101308,Aditya Sharma,38,salaried,1,52100.0,14600.0,37500.0,0.7198,205100.0,54.6,41.9,0,0.0,0,0.398,38.3,4.2,aggressive
SAARTHI101309,Shreya Menon,55,salaried,0,68400.0,28900.0,39500.0,0.5775,692600.0,27.1,59.0,1,8400.0,0,0.185,44.8,11.8,moderate
SAARTHI101310,Rohit Patel,42,business_owner,0,65500.0,34200.0,31300.0,0.4779,399300.0,32.1,57.8,0,0.0,0,0.405,53.6,5.6,moderate
SAARTHI101311,Shreya Menon,35,business_owner,1,54900.0,27900.0,27000.0,0.4918,2503100.0,68.5,20.4,0,0.0,0,0.24,78.4,5.4,moderate
SAARTHI101312,Sneha Sharma,52,salaried,1,107400.0,54600.0,52800.0,0.4916,366100.0,1.3,91.6,0,0.0,0,0.235,26.7,7.4,moderate
SAARTHI101313,Isha Kulkarni,55,salaried,1,104600.0,48300.0,56300.0,0.5382,1060000.0,51.5,43.2,1,28200.0,0,0.264,44.4,14.1,moderate
SAARTHI101314,Arjun Joshi,57,salaried,4,80500.0,43000.0,37500.0,0.4658,2684400.0,51.4,36.6,1,15300.0,1,0.23,59.2,1.0,conservative
SAARTHI101315,Divya Joshi,33,salaried,3,48100.0,28100.0,20000.0,0.4158,211700.0,28.6,71.1,1,4000.0,1,0.346,74.8,4.7,conservative
SAARTHI101316,Anjali Joshi,49,self_employed,2,81200.0,44200.0,37000.0,0.4557,924500.0,36.1,55.8,0,0.0,0,0.412,0.0,24.2,aggressive
SAARTHI101317,Sanjay Iyer,45,salaried,0,62200.0,31400.0,30800.0,0.4952,1535200.0,69.4,29.5,1,10300.0,1,0.106,14.3,22.7,aggressive
SAARTHI101318,Ritu Das,39,salaried,4,52100.0,36100.0,16000.0,0.3071,814600.0,84.3,11.9,0,0.0,0,0.308,49.8,15.9,moderate
SAARTHI101319,Vikram Joshi,37,salaried,3,60200.0,35700.0,24500.0,0.407,1144600.0,66.3,22.8,0,0.0,0,0.211,71.5,9.5,conservative
SAARTHI101320,Anjali Menon,26,salaried,2,36500.0,23300.0,13200.0,0.3616,474200.0,82.7,6.0,1,2600.0,1,0.397,37.2,14.3,moderate
SAARTHI101321,Suresh Das,32,salaried,2,54000.0,27300.0,26700.0,0.4944,1878000.0,31.2,55.5,0,0.0,0,0.424,59.8,7.5,moderate
SAARTHI101322,Anjali Nair,43,self_employed,2,66000.0,27100.0,38900.0,0.5894,1742800.0,13.4,75.9,1,14600.0,0,0.266,86.7,1.0,moderate
SAARTHI101323,Aarav Rao,56,self_employed,4,87400.0,58800.0,28600.0,0.3272,2020400.0,43.9,46.0,1,14300.0,1,0.258,48.7,5.2,conservative
SAARTHI101324,Rahul Sharma,55,salaried,3,60100.0,35800.0,24300.0,0.4043,890800.0,61.1,24.7,1,10700.0,2,0.164,41.9,6.4,conservative
SAARTHI101325,Aditya Sharma,29,self_employed,2,64600.0,37800.0,26800.0,0.4149,1838800.0,7.9,84.0,1,5500.0,0,0.483,57.1,10.0,moderate
SAARTHI101326,Aditya Patel,48,salaried,3,50100.0,23600.0,26500.0,0.5289,3242500.0,26.5,63.7,1,11600.0,2,0.409,48.4,12.1,conservative
SAARTHI101327,Arjun Das,25,self_employed,4,35400.0,28000.0,7400.0,0.209,419000.0,28.7,58.3,0,0.0,0,0.161,56.4,18.5,conservative
SAARTHI101328,Isha Nair,48,salaried,1,55000.0,30700.0,24300.0,0.4418,1367700.0,52.1,36.4,1,12600.0,0,0.363,42.2,10.6,moderate
SAARTHI101329,Ananya Rao,35,salaried,4,36500.0,22000.0,14500.0,0.3973,148700.0,49.6,38.9,0,0.0,0,0.21,41.4,2.6,conservative
SAARTHI101330,Ananya Bhatt,39,business_owner,3,98400.0,49300.0,49100.0,0.499,881800.0,29.5,62.4,1,23900.0,0,0.249,22.9,8.0,moderate
SAARTHI101331,Suresh Iyer,49,salaried,0,50200.0,27500.0,22700.0,0.4522,1015400.0,48.6,43.5,1,10300.0,0,0.19,59.4,14.9,moderate
SAARTHI101332,Rahul Singh,38,salaried,4,43700.0,23200.0,20500.0,0.4691,278400.0,22.1,68.2,0,0.0,0,0.12,22.7,7.9,moderate
SAARTHI101333,Divya Desai,53,salaried,3,98500.0,77700.0,20800.0,0.2112,4027200.0,36.5,53.0,1,7500.0,3,0.334,32.8,4.4,conservative
SAARTHI101334,Aarav Desai,42,salaried,1,49000.0,21600.0,27400.0,0.5592,582000.0,19.7,72.1,1,5600.0,0,0.457,17.5,13.5,aggressive
SAARTHI101335,Pooja Singh,60,salaried,1,71100.0,46200.0,24900.0,0.3502,1933800.0,42.0,55.2,1,6800.0,0,0.234,40.8,3.5,conservative
